collection_no,source_database,collection.authorizer,class_name,order_name,family_name,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,pubyr,collection_name,country,state,latdec,lngdec,paleolatdec,paleolngdec,stage,10_my_bin,FR2_bin,formation,member
27693,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff C-17","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27694,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff C-13","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27697,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff C-4","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27699,Fossilworks,"J. Alroy",,,Urodela,,Ambystoma,,tigrinum,,,,,2939,1985,"Hansen Bluff C-2","United States",Colorado,37.366667,-105.75,37.37,-105.75,,"Cenozoic 6",Pleistocene,Alamosa,
27891,ETE,"M. Carrano",,,Urodela,"n. gen.",Chunerpeton,"n. sp.",tianyiensis,,,,,47910,2013,Daohugou,China,"Nei Mongol",41.316389,119.238611,43.01,123.06,Callovian,"Jurassic 5",Callovian,Tiaojishan,
27891,ETE,"M. Carrano",,,Urodela,"n. gen.",Jeholotriton,"n. sp.",paradoxus,,,,,47910,2013,Daohugou,China,"Nei Mongol",41.316389,119.238611,43.01,123.06,Callovian,"Jurassic 5",Callovian,Tiaojishan,
27891,ETE,"M. Carrano",,,Urodela,"n. gen.",Liaoxitriton,"n. sp.",daohugouensis,,,,,47910,2013,Daohugou,China,"Nei Mongol",41.316389,119.238611,43.01,123.06,Callovian,"Jurassic 5",Callovian,Tiaojishan,
28006,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Valdotriton,"n. sp.",gracilis,,Caudata,,indet.,7671,1988,"Las Hoyas Unit 3",Spain,Cuenca,40.64525,-1.880849,30.52,8.08,Barremian,"Cretaceous 2",Barremian,"La Huérguina",
28006,Fossilworks,"J. Alroy",,,,,Hylaeobatrachus,,sp.,,,,,7671,1988,"Las Hoyas Unit 3",Spain,Cuenca,40.64525,-1.880849,30.52,8.08,Barremian,"Cretaceous 2",Barremian,"La Huérguina",
28401,Fossilworks,"J. Alroy",,,,"n. gen.",Apricosiren,"n. sp.",ensomi,,Batrachosauroididae,,indet.,8336,1987,"Sunnydown Farm Quarry (clay: upper horizon; equivalent to DB 102/103 )","United Kingdom",England,50.600000,-1.966667,41.46,7.85,Berriasian,"Cretaceous 1",Berriasian,Lulworth,"Worbarrow Tout"
28995,Fossilworks,"J. Alroy",,,,"n. gen.",Apricosiren,"n. sp.",ensomi,,Batrachosauroididae,,indet.,8338,1988,"Sunnydown Farm Quarry (lower clay)","United Kingdom",England,50.600000,-1.966667,41.46,7.85,Berriasian,"Cretaceous 1",Berriasian,Lulworth,"Worbarrow Tout"
31054,PaleoDB,"M. Carrano",,,,?,Marmorerpeton,,sp.,,,,,8380,1994,"Hornsleasow Quarry","United Kingdom",England,51.985,-1.8,41.60,8.62,Bathonian,"Jurassic 4",Bathonian,"Chipping Norton Limestone",
34269,PaleoDB,"M. Carrano",,,Urodela,,Siren,,lacertina,,,,,9008,1917,Vero,"United States",Florida,27.638333,-80.3975,27.64,-80.40,,"Cenozoic 6",Pleistocene,,
34269,PaleoDB,"M. Carrano",,,Urodela,,Amphiuma,,means,,,,,9008,1917,Vero,"United States",Florida,27.638333,-80.3975,27.64,-80.40,,"Cenozoic 6",Pleistocene,,
34302,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Above Coal Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34302,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Above Coal Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34303,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Above Jane's Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34303,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Above Jane's Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34305,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Baby Ceratopsian Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34305,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Baby Ceratopsian Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34307,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Car Park Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34307,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Car Park Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34309,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Dinosaur Park Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34309,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Dinosaur Park Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34310,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Gastropod Bay Site 1",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34310,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Gastropod Bay Site 1",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34311,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Gastropod Bay Site 2",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34312,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Gastropod Bay Site 3",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34313,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Gastropod Bay Site 4",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34315,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Jane's Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34315,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Jane's Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34319,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Lost Maggot Mine Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34319,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Lost Maggot Mine Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34320,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Millar Bonebed Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34320,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Millar Bonebed Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34321,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Pachycephalosaur Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34321,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Pachycephalosaur Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34322,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,9017,1997,"Turtle Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34322,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9017,1997,"Turtle Site",Canada,Alberta,49.12,-110.47,56.31,-75.95,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
34534,PaleoDB,"J. Hunter",,,Urodela,,Tylototriton,"n. sp.",primigenius,,,,,9114,1977,Öhningen,Germany,Baden-Württemberg,47.666667,8.933333,47.94,7.82,,,,"Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,,Urodela,,Chelotriton,,sp.,,,,,9144,1972,"Sandelzhausen gravel pit",Germany,Bavaria,48.626667,11.802778,48.90,10.41,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,,Urodela,,Triturus,cf.,vulgaris,,,,,9144,1972,"Sandelzhausen gravel pit",Germany,Bavaria,48.626667,11.802778,48.90,10.41,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,,Urodela,,Triturus,cf.,marmoratus,,,,,9144,1972,"Sandelzhausen gravel pit",Germany,Bavaria,48.626667,11.802778,48.90,10.41,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
34615,PaleoDB,"J. Hunter",,,Urodela,,Salamandra,,sansaniensis,,,,,9144,1972,"Sandelzhausen gravel pit",Germany,Bavaria,48.626667,11.802778,48.90,10.41,Langhian,"Cenozoic 5","Middle Miocene","Upper Freshwater Molasse",
34744,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,sp.,,,,,9231,1967,"Drumheller bone bed, Munson Ferry",Canada,Alberta,51.55,-112.8656,59.26,-84.61,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
34744,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,9231,1967,"Drumheller bone bed, Munson Ferry",Canada,Alberta,51.55,-112.8656,59.26,-84.61,Maastrichtian,"Cretaceous 8",Maastrichtian,"Horseshoe Canyon",
35251,PaleoDB,"M. Carrano",,,Urodela,,Scapherpeton,,sp.,,,,,9477,1980,"UA Frenchman-1 site, Ravenscrag",Canada,Saskatchewan,49.5,-109.1,56.74,-80.85,Maastrichtian,"Cretaceous 8",Maastrichtian,Frenchman,
36449,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Prodesmodon,?,copei,,,,,9765,1978,"Hogback South, MNA Locality A","United States","New Mexico",36.486111,-108.486111,43.83,-79.79,Campanian,"Cretaceous 7",Campanian,Fruitland,
36543,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Prodesmodon,?,copei,,,,,9765,1978,"Hogback South D","United States","New Mexico",36.271111,-108.209167,43.56,-79.57,Campanian,"Cretaceous 7",Campanian,Fruitland,
36543,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,9765,1978,"Hogback South D","United States","New Mexico",36.271111,-108.209167,43.56,-79.57,Campanian,"Cretaceous 7",Campanian,Fruitland,
36543,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Prodesmodon,,copei,,Cuttysarkus,,mcnallyi,9765,1978,"Hogback South D","United States","New Mexico",36.271111,-108.209167,43.56,-79.57,Campanian,"Cretaceous 7",Campanian,Fruitland,
38682,PaleoDB,"M. Carrano",,,Urodela,"n. gen.",Kababisha,"n. sp.",humarensis,,,,,39507,1990,"F 1/89, Wadi Abu Hashim",Sudan,"Ash Shamaliyah",16.695000,31.145000,-3.77,23.85,Cenomanian,"Cretaceous 5",Cenomanian,"Wadi Milk",
38682,PaleoDB,"M. Carrano",,,Urodela,,Kababisha,"n. sp.",sudanensis,,,,,39507,1990,"F 1/89, Wadi Abu Hashim",Sudan,"Ash Shamaliyah",16.695000,31.145000,-3.77,23.85,Cenomanian,"Cretaceous 5",Cenomanian,"Wadi Milk",
39075,PaleoDB,"M. Carrano",,,,,Marmorerpeton,"n. sp.",freemani,,,,,10558,1976,"Kirtlington 3p (Mammal Bed)","United Kingdom",England,51.86667,-1.26667,41.51,9.08,Bathonian,"Jurassic 4",Bathonian,"Forest Marble",
39075,PaleoDB,"M. Carrano",,,,,Marmorerpeton,,sp.,,,,,10558,1976,"Kirtlington 3p (Mammal Bed)","United Kingdom",England,51.86667,-1.26667,41.51,9.08,Bathonian,"Jurassic 4",Bathonian,"Forest Marble",
39075,PaleoDB,"M. Carrano",,,,"n. gen.",Marmorerpeton,"n. sp.",kermacki,,,,,10558,1976,"Kirtlington 3p (Mammal Bed)","United Kingdom",England,51.86667,-1.26667,41.51,9.08,Bathonian,"Jurassic 4",Bathonian,"Forest Marble",
39236,Fossilworks,"J. Alroy",,,Urodela,cf.,Megalotriton,,sp.,,,,,10589,1974,"Headon Hill HH2, Lower Headon Beds, Isle of Wight","United Kingdom",England,50.629167,-1.55,49.12,-5.43,Priabonian,"Cenozoic 3",Priabonian,"Lower Headon Beds",
39680,PaleoDB,"M. Carrano",,,Urodela,"n. gen.",Kiyatriton,"n. sp.",leshchinskiyi,,,,,14374,1973,Shestakovo-1,"Russian Federation",Kemerovo,55.903333,87.957778,54.19,84.60,,,,Ilek,
44942,Fossilworks,"J. Alroy",,,Urodela,"n. gen.",Oligosemia,"n. sp.",spinosa,,,,,11708,1922,"Minas de Libros",Spain,Teruel,40.161944,-1.234444,40.37,-2.11,Tortonian,"Cenozoic 6","Upper Miocene",,
45098,PaleoDB,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V91007, Doaks Butte","United States","North Dakota",45.9488,-103.9617,52.32,-76.97,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45099,PaleoDB,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V89004, Doaks Butte","United States","North Dakota",45.9488,-103.9617,52.32,-76.97,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45102,ETE,"M. Carrano",,,Urodela,,Habrosaurus,,dilatus,,,,,11749,2002,"PTRM V89003","United States","North Dakota",45.9777,-103.7539,52.31,-76.73,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45102,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V89003","United States","North Dakota",45.9777,-103.7539,52.31,-76.73,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45109,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V88018, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45109,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V88018, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45110,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V88019, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45111,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V87012, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45111,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V87012, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45112,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V88017, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45112,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V88017, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45113,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V88021, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45117,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V88013, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45118,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V88004, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45118,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V88004, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45118,ETE,"M. Carrano",,,Urodela,,Habrosaurus,,dilatus,,,,,11749,2002,"PTRM V88004, Mud Buttes","United States","North Dakota",46.264,-103.7669,52.59,-76.60,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45124,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V93022","United States","North Dakota",46.1369,-103.7954,52.47,-76.70,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45130,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V87009, Pretty Butte","United States","North Dakota",46.3819,-103.9644,52.74,-76.76,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45133,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V96005","United States","North Dakota",46.2092,-103.7746,52.53,-76.64,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45136,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V86003, Pretty Butte","United States","North Dakota",46.3819,-103.9644,52.74,-76.76,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45136,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V86003, Pretty Butte","United States","North Dakota",46.3819,-103.9644,52.74,-76.76,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45137,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V98027, Cannonball Creek","United States","North Dakota",46.4498,-104.233,52.86,-77.02,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45141,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V96022, Cannonball Creek","United States","North Dakota",46.4643,-104.233,52.87,-77.01,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45144,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11749,2002,"PTRM V86002, East Marmarth","United States","North Dakota",46.3340,-103.8979,52.68,-76.71,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45144,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V86002, East Marmarth","United States","North Dakota",46.3340,-103.8979,52.68,-76.71,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45144,ETE,"M. Carrano",,,Urodela,,Habrosaurus,,dilatus,,,,,11749,2002,"PTRM V86002, East Marmarth","United States","North Dakota",46.3340,-103.8979,52.68,-76.71,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45145,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V87006, East Marmarth","United States","North Dakota",46.3340,-103.8979,52.68,-76.71,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45238,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"RTMP BB 25",Canada,Alberta,50.736988,-111.494648,58.05,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45238,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"RTMP BB 25",Canada,Alberta,50.736988,-111.494648,58.05,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45240,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"RTMP BB 105",Canada,Alberta,50.752383,-111.511538,58.07,-76.07,Campanian,"Cretaceous 7",Campanian,Oldman,
45240,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"RTMP BB 105",Canada,Alberta,50.752383,-111.511538,58.07,-76.07,Campanian,"Cretaceous 7",Campanian,Oldman,
45260,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"RTMP BB 119",Canada,Alberta,50.737049,-111.480053,58.05,-76.04,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45260,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"RTMP BB 119",Canada,Alberta,50.737049,-111.480053,58.05,-76.04,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45261,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"RTMP BB 97",Canada,Alberta,50.749006,-111.458488,58.05,-76.01,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45261,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"RTMP BB 97",Canada,Alberta,50.749006,-111.458488,58.05,-76.01,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45262,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,5929,1990,"Sid's Site, RTMP BB 51",Canada,Alberta,50.748342,-111.510076,58.06,-76.07,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45262,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,5929,1990,"Sid's Site, RTMP BB 51",Canada,Alberta,50.748342,-111.510076,58.06,-76.07,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45264,Fossilworks,"J. Alroy",,,Urodela,,Scapherpeton,,tectum,,,,,16643,1986,"RTMP BB 86",Canada,Alberta,50.747657,-111.502131,58.06,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45264,Fossilworks,"J. Alroy",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,16643,1986,"RTMP BB 86",Canada,Alberta,50.747657,-111.502131,58.06,-76.06,Campanian,"Cretaceous 7",Campanian,"Dinosaur Park",
45312,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11749,2002,"PTRM V95025, Cannonball Creek","United States","North Dakota",46.4643,-104.24,52.87,-77.02,Maastrichtian,"Cretaceous 8",Maastrichtian,"Hell Creek",
45560,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Suffield Pumping Station Site, RTMP L1123",Canada,Alberta,50.68682,-111.138975,57.92,-75.69,Campanian,"Cretaceous 7",Campanian,Foremost,
45560,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Suffield Pumping Station Site, RTMP L1123",Canada,Alberta,50.68682,-111.138975,57.92,-75.69,Campanian,"Cretaceous 7",Campanian,Foremost,
45561,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,42675,2000,"Pinhorn Range #2, RTMP L1124",Canada,Alberta,49.127654,-110.872474,56.40,-76.39,Campanian,"Cretaceous 7",Campanian,Foremost,
45561,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,42675,2000,"Pinhorn Range #2, RTMP L1124",Canada,Alberta,49.127654,-110.872474,56.40,-76.39,Campanian,"Cretaceous 7",Campanian,Foremost,
45564,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Pinhorn Range #1, RTMP L1125",Canada,Alberta,49.127881,-110.87453,56.40,-76.39,Campanian,"Cretaceous 7",Campanian,Foremost,
45564,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Pinhorn Range #1, RTMP L1125",Canada,Alberta,49.127881,-110.87453,56.40,-76.39,Campanian,"Cretaceous 7",Campanian,Foremost,
45565,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,11964,2001,"Hoodoo Site, RTMP L1126",Canada,Alberta,49.98024,-110.938988,57.22,-75.93,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45565,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,11964,2001,"Hoodoo Site, RTMP L1126",Canada,Alberta,49.98024,-110.938988,57.22,-75.93,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45566,ETE,"M. Carrano",,,Urodela,,Scapherpeton,,tectum,,,,,42675,2000,"Wendy's Site, RTMP L1127",Canada,Alberta,49.100049,-110.93967,56.39,-76.48,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45566,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,42675,2000,"Wendy's Site, RTMP L1127",Canada,Alberta,49.100049,-110.93967,56.39,-76.48,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
45567,ETE,"M. Carrano",,,Batrachosauroididae,,Opisthotriton,,kayi,,,,,42675,2000,"EZ Site, RTMP L1128",Canada,Alberta,49.101848,-110.941038,56.39,-76.48,Campanian,"Cretaceous 7",Campanian,Oldman,Lower
